name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
bangladesh,12/28/2016,76.8,60.8,68.8,76.8,60.8,68.8,61.4,78.2,0,0,0,,0,0,12.5,6.9,332,1013.6,19.7,1.3,173.5,15,7,,2016-12-28T06:39:33,2016-12-28T17:20:35,0.97,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,12/29/2016,78.8,61.8,69.2,78.8,61.8,69.2,60.9,77,0,0,0,,0,0,10.7,9.4,295.3,1014,21.2,1.3,174.3,14.9,7,,2016-12-29T06:39:55,2016-12-29T17:21:11,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,12/30/2016,78.9,63.8,69.7,78.9,63.8,69.7,60,73.9,0,0,0,,0,0,13.2,5.8,247.9,1014.3,27.9,1.5,169.4,14.7,7,,2016-12-30T06:40:16,2016-12-30T17:21:48,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,12/31/2016,77,60.8,68.2,77,60.8,68.2,59.3,74.9,0,0,0,,0,0,11.4,5.8,130,1014.4,15.7,1.7,157.6,13.6,6,,2016-12-31T06:40:36,2016-12-31T17:22:26,0.07,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/1/2017,78.8,60.8,68.8,78.8,60.8,68.8,58.9,73.2,0,0,0,,0,0,9.2,6.9,25.4,1014.7,16.5,1.2,169.6,14.6,7,,2017-01-01T06:40:54,2017-01-01T17:23:04,0.1,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/2/2017,80.6,60.8,69.6,80.8,60.8,69.6,59.6,73,0,0,0,,0,0,8.7,6.9,29.8,1014.5,16.8,1.4,180.1,15.5,7,,2017-01-02T06:41:11,2017-01-02T17:23:43,0.14,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/3/2017,80.6,62.2,70.4,80.8,62.2,70.4,59.5,69.7,0,0,0,,0,0,13.6,9.2,310.4,1013.3,14.4,1.7,175.1,15,7,,2017-01-03T06:41:27,2017-01-03T17:24:23,0.17,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/4/2017,78.9,60.8,69.5,78.9,60.8,69.5,57.3,67.6,0,0,0,,0,0,14.1,11.4,303.2,1012.9,0.2,2,183.9,15.8,7,,2017-01-04T06:41:42,2017-01-04T17:25:03,0.21,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,1/5/2017,75.2,60.4,67.3,75.2,60.4,67.3,60.4,79.4,0,0,0,,0,0,14.3,10.3,306.9,1012.2,24.9,1.2,176.5,15.2,7,,2017-01-05T06:41:55,2017-01-05T17:25:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/6/2017,75.2,60.3,66.3,75.2,60.3,66.3,59.8,80.3,0,0,0,,0,0,15.2,11.4,302.3,1012.4,13.2,1,185.7,16,7,,2017-01-06T06:42:07,2017-01-06T17:26:25,0.25,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/7/2017,77,57.2,66,77,57.2,66,56.2,73.9,0,0,0,,0,0,12.8,8.1,311.8,1011.2,28.4,1.3,187.5,16.2,7,,2017-01-07T06:42:18,2017-01-07T17:27:07,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/8/2017,80.6,60.2,68.5,80.3,60.2,68.5,55.5,65.9,0,0,0,,0,0,14.1,11.4,319.1,1011.1,9.8,1.8,188.9,16.3,7,,2017-01-08T06:42:27,2017-01-08T17:27:49,0.35,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,1/9/2017,79.5,60.4,69,79.5,60.4,69,55.1,64,0,0,0,,0,0,13.2,11.4,319.6,1011.2,0,2,189.7,16.2,7,,2017-01-09T06:42:35,2017-01-09T17:28:31,0.39,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/10/2017,78.8,60.4,68.2,78.8,60.4,68.2,55.8,66.2,0,0,0,,0,0,21.3,13.9,323.4,1011.7,29.5,2.1,168.2,14.6,7,,2017-01-10T06:42:42,2017-01-10T17:29:14,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/11/2017,77,58.7,67.4,77,58.7,67.4,55.5,67.2,0,0,0,,0,0,14.3,8.5,315,1012.4,6,1.7,179.5,15.6,7,,2017-01-11T06:42:47,2017-01-11T17:29:57,0.46,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/12/2017,78.8,60.5,67.9,78.8,60.5,67.9,53.6,62.8,0,0,0,,0,0,19.9,11.4,336.2,1012.6,4.3,1.8,187.1,16.1,7,,2017-01-12T06:42:51,2017-01-12T17:30:40,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/13/2017,78.8,56.9,64.6,78.8,56.9,64.6,49,58.6,0,0,0,,0,0,19,13.9,310.1,1013.8,0,2.2,200.5,17.2,7,,2017-01-13T06:42:54,2017-01-13T17:31:23,0.52,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/14/2017,75.2,53.6,63.2,75.2,53.6,63.2,44,51.3,0,0,0,,0,0,16.3,10.3,301.4,1014.8,0,2.5,202.4,17.5,7,,2017-01-14T06:42:55,2017-01-14T17:32:07,0.56,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/15/2017,77,53.4,64.6,77,53.4,64.6,51.2,63.8,0,0,0,,0,0,14.8,11.4,306.6,1015,0.1,2,200.1,17.2,7,,2017-01-15T06:42:54,2017-01-15T17:32:50,0.59,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/16/2017,75.3,57.2,65.6,75.3,57.2,65.6,51.3,61.8,0,0,0,,0,0,15.2,10.5,318.2,1014.1,0,1.9,200,17.1,7,,2017-01-16T06:42:52,2017-01-16T17:33:34,0.62,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/17/2017,78.8,55.4,65.6,78.8,55.4,65.6,51.7,63.6,0,0,0,,0,0,14.5,10.6,301.7,1014.6,4.2,1.7,198.8,17.1,7,,2017-01-17T06:42:49,2017-01-17T17:34:18,0.65,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/18/2017,78.8,56.9,67.1,78.8,56.9,67.1,53.7,65.3,0,0,0,,0,0,17.9,6.9,325.4,1016.7,8.1,1.7,199.6,17.2,7,,2017-01-18T06:42:44,2017-01-18T17:35:02,0.69,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,1/19/2017,80.6,57,67.9,80,57,67.8,54.2,64.8,0,0,0,,0,0,14.3,11.4,305.5,1016.7,4.2,1.8,201.6,17.3,7,,2017-01-19T06:42:38,2017-01-19T17:35:46,0.72,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,1/20/2017,78.8,59,68.4,78.8,59,68.4,53.7,61.2,0,0,0,,0,0,14.8,9.2,312.7,1016.2,15.9,2.2,199.5,17.1,7,,2017-01-20T06:42:31,2017-01-20T17:36:29,0.75,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/21/2017,78.8,58.4,67.6,78.8,58.4,67.6,53.6,62.9,0,0,0,,0,0,14.8,8.1,307.6,1016.6,0,2.1,204.4,17.7,7,,2017-01-21T06:42:22,2017-01-21T17:37:13,0.78,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/22/2017,82.4,59.1,69.6,81.2,59.1,69.5,55.8,64.4,0,0,0,,0,0,12.3,9.2,310.7,1016.6,4.2,1.8,204,17.7,7,,2017-01-22T06:42:11,2017-01-22T17:37:57,0.81,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/23/2017,80.5,60.8,70.3,80.1,60.8,70.3,55.3,60.7,0,0,0,,0,0,14.1,10.3,309.2,1016,0,2.1,202.7,17.4,7,,2017-01-23T06:41:59,2017-01-23T17:38:40,0.85,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
bangladesh,1/24/2017,80.6,60.3,70,79.7,60.3,69.9,55.5,62.8,0,0,0,,0,0,14.1,9.2,316.9,1016.2,2.1,2,205.3,17.7,8,,2017-01-24T06:41:46,2017-01-24T17:39:23,0.88,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/25/2017,82.5,62.2,71.7,81.5,62.2,71.7,58.8,66.7,0,0,0,,0,0,11.9,6.9,34.9,1016.8,0,1.8,208.2,18.1,8,,2017-01-25T06:41:32,2017-01-25T17:40:06,0.91,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/26/2017,86,62.1,73.2,83.2,62.1,72.8,55.9,58.4,0,0,0,,0,0,10.5,6.9,262.9,1015.7,3.1,2.1,208.5,18.1,8,,2017-01-26T06:41:16,2017-01-26T17:40:49,0.94,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/27/2017,80.1,62.6,72,80.4,62.6,72.1,59.1,65.6,0,0,0,,0,0,14.1,8.1,287.3,1014,55.2,1.8,114.6,9.7,6,,2017-01-27T06:40:58,2017-01-27T17:41:32,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/28/2017,80.2,64.1,71.5,80.7,64.1,71.5,59.6,67.6,0.016,100,16.67,rain,0,0,17.2,9.2,334,1013.4,29,1.8,190.2,16.6,7,,2017-01-28T06:40:40,2017-01-28T17:42:14,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,1/29/2017,78.8,60.5,69.9,78.8,60.5,69.9,53.9,59.2,0,0,0,,0,0,13.4,15,321.6,1014.4,0.7,2.5,206.3,17.9,8,,2017-01-29T06:40:20,2017-01-29T17:42:56,0.04,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,1/30/2017,78.8,60.8,69.5,78.8,60.8,69.5,54.9,62.5,0,0,0,,0,0,15,9.2,293.7,1013.2,3.7,2.2,205.9,17.8,7,,2017-01-30T06:39:58,2017-01-30T17:43:38,0.08,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,1/31/2017,78.8,61.6,68.9,78.8,61.6,68.9,55,64,0,0,0,,0,0,15.4,9.2,302.6,1013.1,0,2,207.3,17.8,8,,2017-01-31T06:39:35,2017-01-31T17:44:19,0.12,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/1/2017,80.6,60.3,69.7,79.8,60.3,69.7,55.6,63.9,0,0,0,,0,0,15.2,9.2,339.3,1014.8,0,1.9,214.1,18.4,8,,2017-02-01T06:39:11,2017-02-01T17:45:01,0.15,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,2/2/2017,80.7,60.8,69.8,80.1,60.8,69.8,54.8,61.7,0,0,0,,0,0,18.6,13.9,315.2,1016.3,0,2,213.6,18.4,8,,2017-02-02T06:38:46,2017-02-02T17:45:41,0.19,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,2/3/2017,78.8,60.3,67.8,78.8,60.3,67.8,57.7,71.5,0,0,0,,0,0,13.4,9.2,304.6,1015.1,0.1,1.8,200.6,17.3,8,,2017-02-03T06:38:19,2017-02-03T17:46:22,0.22,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/4/2017,82.5,62.3,70.9,82.1,62.3,70.8,58.2,67.1,0,0,0,,0,0,12.1,8.3,4.1,1013.4,5.6,1.8,218.8,18.9,8,,2017-02-04T06:37:51,2017-02-04T17:47:02,0.25,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/5/2017,88.8,61.4,73.9,85.6,61.4,73.4,56.1,57.8,0,0,0,,0,0,10.5,9.2,56.6,1012.5,0,2.4,221.1,19.2,8,,2017-02-05T06:37:22,2017-02-05T17:47:41,0.29,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/6/2017,86.2,64.4,74.8,84.6,64.4,74.4,56.1,55.3,0,0,0,,0,0,9.4,9.2,266.1,1010.7,2.2,2.3,220.4,18.9,8,,2017-02-06T06:36:52,2017-02-06T17:48:20,0.33,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/7/2017,84.2,66.2,74.3,83.4,66.2,74.1,57.8,58.3,0,0,0,,0,0,14.1,10.3,284.7,1011,0.2,2.4,218.3,18.8,8,,2017-02-07T06:36:20,2017-02-07T17:48:59,0.37,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
bangladesh,2/8/2017,84.1,64.4,73.2,82,64.4,72.9,53.7,52.4,0,0,0,,0,0,14.5,10.3,302.2,1012.7,0,2.4,226.3,19.5,8,,2017-02-08T06:35:48,2017-02-08T17:49:37,0.4,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
bangladesh,2/9/2017,86,62.1,72.1,83.9,62.1,71.9,54.1,55.7,0,0,0,,0,0,15.4,11.4,283.8,1012.1,0,2.4,229.2,19.7,8,,2017-02-09T06:35:14,2017-02-09T17:50:15,0.44,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/10/2017,84.2,62,71.9,82.2,62,71.7,55.1,58,0,0,0,,0,0,14.1,6.9,255.7,1012,0,2.2,223.5,19.3,8,,2017-02-10T06:34:39,2017-02-10T17:50:53,0.47,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/11/2017,82.6,64.1,73,83.4,64.1,73,58,61.2,0,0,0,,0,0,11,6.9,42.3,1014.6,15,2.2,191.3,16.6,8,,2017-02-11T06:34:02,2017-02-11T17:51:30,0.5,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/12/2017,84.2,64.5,74.6,83,64.5,74.3,55.6,53.7,0,0,0,,0,0,11.9,9.2,337.1,1016.4,4.7,2.4,222.2,19.2,8,,2017-02-12T06:33:25,2017-02-12T17:52:06,0.54,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,2/13/2017,84.2,67.5,74.9,81.6,67.5,74.5,52.4,47.5,0,0,0,,0,0,13.6,10.3,322.5,1017.3,2.4,2.4,219.7,18.8,8,,2017-02-13T06:32:47,2017-02-13T17:52:42,0.57,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/14/2017,86,65.4,75.4,84.2,65.4,75,58,57.3,0.004,100,4.17,rain,0,0,14.1,6.9,358.5,1018.3,5.6,2.3,197.8,16.9,7,,2017-02-14T06:32:07,2017-02-14T17:53:18,0.6,Rain,Clear conditions throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,2/15/2017,85.9,65.9,75.1,83.5,65.9,74.7,58.1,58.5,0,0,0,,0,0,13.9,9.2,317.5,1017.7,0.5,2.1,233.1,20.1,8,,2017-02-15T06:31:27,2017-02-15T17:53:53,0.64,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/16/2017,86,65.8,74.9,83.9,65.8,74.6,57.5,57.5,0,0,0,,0,0,13.4,10.3,307.8,1015.5,1.5,2.3,230.3,19.7,8,,2017-02-16T06:30:46,2017-02-16T17:54:28,0.67,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/17/2017,86,64.4,74.4,85,64.4,74.2,57.1,56.7,0,0,0,,0,0,11.4,6.9,317.2,1014.6,0,2.3,231.5,19.9,8,,2017-02-17T06:30:03,2017-02-17T17:55:02,0.7,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,2/18/2017,86,65.9,75.6,84.6,65.9,75.4,58.9,58.4,0,0,0,,0,0,11.4,9.2,289.5,1014.4,1.7,2,231.3,19.7,8,,2017-02-18T06:29:20,2017-02-18T17:55:36,0.73,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/19/2017,84.3,69.3,76.1,83.1,69.3,75.8,60.4,60.5,0,0,0,,0,0,12.3,7.3,283.6,1012.2,24.1,2.2,186.2,16.1,7,,2017-02-19T06:28:36,2017-02-19T17:56:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,2/20/2017,82.4,69.7,75.8,85.4,69.7,76.5,66.1,72.4,0.02,100,16.67,rain,0,0,24.6,11.4,209.5,1007.8,32.1,1.7,140.7,12.2,6,,2017-02-20T06:27:50,2017-02-20T17:56:42,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/21/2017,87.9,69.8,79.5,94.2,69.8,81.1,67.8,68.7,0.012,100,4.17,rain,0,0,29.8,16.1,182.7,1007.2,45.5,2.2,218.4,18.8,8,,2017-02-21T06:27:04,2017-02-21T17:57:14,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/22/2017,84.5,73.4,79.2,86.5,73.4,80.2,66.7,66.9,0.012,100,12.5,rain,0,0,26.4,13.9,189.4,1008.4,56.1,2.4,154.7,13.2,5,,2017-02-22T06:26:17,2017-02-22T17:57:46,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/23/2017,84.3,73.4,77.9,83.1,73.4,77.7,62.9,63.5,0.06,100,25,rain,0,0,16.6,12.8,258.2,1010.4,56.2,2.4,202.1,17.4,8,,2017-02-23T06:25:30,2017-02-23T17:58:18,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/24/2017,86,66.7,75.4,83.4,66.7,74.8,52.1,46.7,0,0,0,,0,0,16.3,11.4,311,1012.8,0.4,2.6,252,21.8,9,,2017-02-24T06:24:41,2017-02-24T17:58:49,0.92,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/25/2017,86,64.2,75.5,83.2,64.2,74.9,52.7,47.8,0,0,0,,0,0,15.4,11.4,286.8,1012.5,0,2.4,254.6,22.1,9,,2017-02-25T06:23:52,2017-02-25T17:59:20,0.96,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/26/2017,86,62.1,74.4,83.4,62.1,73.8,51.8,48.6,0,0,0,,0,0,13.9,11.4,263.9,1010.3,0,2.5,253.5,22,9,,2017-02-26T06:23:02,2017-02-26T17:59:50,0,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/27/2017,87.8,65.7,75.9,85.7,65.7,75.2,54,50.7,0,0,0,,0,0,16.8,13.9,304.4,1012.3,0,2.3,253.6,22,9,,2017-02-27T06:22:11,2017-02-27T18:00:20,0.02,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,2/28/2017,84.6,66.2,75.6,82.5,66.2,75.1,54,49.8,0,0,0,,0,0,14.1,15.7,302.8,1012.5,0,2.4,254.1,22,9,,2017-02-28T06:21:20,2017-02-28T18:00:49,0.06,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,3/1/2017,87.9,68,76.9,85.1,68,76.3,53.8,46.8,0,0,0,,0,0,13.9,9.2,266.1,1011.4,0,2.5,255.4,22.1,9,,2017-03-01T06:20:28,2017-03-01T18:01:18,0.09,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/2/2017,89.8,68,78,87,68,77.4,58.2,54.2,0,0,0,,0,0,17.2,11.4,214.2,1009.5,0,2.2,254.1,21.9,9,,2017-03-02T06:19:35,2017-03-02T18:01:47,0.13,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/3/2017,91.4,70.8,80.1,89.7,70.8,80,62.2,57.3,0.012,100,4.17,rain,0,0,17.9,11.4,241.9,1007.1,15.6,2.4,238.3,20.5,8,,2017-03-03T06:18:42,2017-03-03T18:02:15,0.17,Rain,Clear conditions throughout the day with afternoon rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/4/2017,86.2,73,79.2,85,73,79.1,62.1,57.8,0,0,0,,0,0,17,11.4,214,1007.7,47,2.6,182.9,15.9,7,,2017-03-04T06:17:48,2017-03-04T18:02:43,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/5/2017,86.1,73.3,78.3,89.4,73.3,79.1,67.5,71,0.016,100,12.5,rain,0,0,21.5,11.4,202.1,1007.3,74.6,2.5,218.5,19,8,,2017-03-05T06:16:53,2017-03-05T18:03:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/6/2017,85.4,70.3,76.2,89.3,70.3,76.7,66,72.3,0.205,100,37.5,rain,0,0,19,9.2,117.1,1007.9,57,2.5,196,17,8,,2017-03-06T06:15:58,2017-03-06T18:03:38,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
bangladesh,3/7/2017,87,69.8,77.7,87,69.8,78,65.7,69.1,0,0,0,,0,0,15.7,6.9,80.4,1008.9,27.6,2,212.3,18.5,8,,2017-03-07T06:15:03,2017-03-07T18:04:05,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/8/2017,85.6,69.9,76,85.2,69.9,76,62.6,64.7,0.079,100,20.83,rain,0,0,32.2,13.9,150.9,1008.4,56.6,2.3,138.8,12.1,5,,2017-03-08T06:14:07,2017-03-08T18:04:32,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,3/9/2017,79.3,66.3,74.1,79.3,66.3,74.1,62.5,68.1,0,0,0,,0,0,13.6,9.2,83.5,1008,40.3,2.5,144.3,12.6,6,,2017-03-09T06:13:11,2017-03-09T18:04:58,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
bangladesh,3/10/2017,87.8,71.2,77.1,88.2,71.2,77.8,66.6,71.9,0.27,100,91.67,rain,0,0,19.5,20.5,118.7,1006.6,62,2.2,132.1,11.2,5,,2017-03-10T06:12:14,2017-03-10T18:05:24,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/11/2017,80,68,72.5,80,68,72.5,67.3,84,1.265,100,70.83,rain,0,0,25.7,11.4,113.9,1007.4,84.7,2.3,96.7,8.1,5,,2017-03-11T06:11:17,2017-03-11T18:05:50,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
bangladesh,3/12/2017,86,70.8,76.6,86.5,70.8,76.7,63.5,67,0.012,100,8.33,rain,0,0,17.9,11.4,308,1008.6,70,2.4,218.8,18.9,8,,2017-03-12T06:10:19,2017-03-12T18:06:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
bangladesh,3/13/2017,86,67.4,75.7,82.8,67.4,75,53.8,51.4,0,0,0,,0,0,14.3,11.4,329.1,1012.4,3.3,2.6,275.7,23.9,9,,2017-03-13T06:09:22,2017-03-13T18:06:41,0.52,Clear,Clear conditions throughout the day.,clear-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
